app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
sultansdine,"The app experience itself, as an user is very bad. The overall system has lots of bugs here and there. The delivery time estimation is ridiculous (like it is showing me 7 mins for more than 40 mins). Disappointing experience.",The app experience itself as an user is very bad The overall system has lots of bugs here and there The delivery time estimation is ridiculous like it is showing me 7 mins for more than 40 mins Disappointing experience,App Usability & UX,Beautiful App Design,disgust,0.6010739207267761
sultansdine,Very bad service.. They have no respect for customer's time,Very bad service They have no respect for customer s time,Delivery Service,No Live Tracking,disgust,0.6363838315010071
sultansdine,Good initiative,Good initiative,Food Quality & Availability,Good Food,neutral,0.792099118232727
sultansdine,This app is not user friendly.even can't select any items to purchase,This app is not user friendly even can t select any items to purchase,App Usability & UX,Beautiful App Design,neutral,0.3648766577243805
sultansdine,You really need to work on it. All the options aren’t even available.,You really need to work on it All the options aren t even available,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.49175000190734863
sultansdine,"This app is horrible. I tried to order food several times but every time after placing the order it says ""something went wrong"" and cancel the order. Need to fix this problem as soon as possible.",This app is horrible I tried to order food several times but every time after placing the order it says something went wrong and cancel the order Need to fix this problem as soon as possible,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.7972690463066101
sultansdine,Poor UI.. Not user friendly,Poor UI Not user friendly,App Usability & UX,Poor Design & Layout,sadness,0.6037694811820984
sultansdine,This app is too good. But they did a wrong thing &that was they didn't give full parcel which I ordered.. They gave me less then they said..,This app is too good But they did a wrong thing that was they didn t give full parcel which I ordered They gave me less then they said,App Usability & UX,Beautiful App Design,neutral,0.5257775783538818
sultansdine,Very poor,Very poor,App Usability & UX,Poor Design & Layout,sadness,0.6306033134460449
sultansdine,Please add more details; the names of the items that you are offering in a platter is not found there.,Please add more details the names of the items that you are offering in a platter is not found there,Delivery Service,No Live Tracking,neutral,0.9622775316238403
sultansdine,"There's good service, there's bad service and then there's Sultan’s dine service otherwise known as no service. The app makes you wait like you're there to collect relief for you and your family. They made me and my guests wait for 3 hours and didn’t even deliver the food. Made up stories about delivering it to another customer with the same name as mine. Absolute waste.",There s good service there s bad service and then there s Sultan s dine service otherwise known as no service The app makes you wait like you re there to collect relief for you and your family They made me and my guests wait for 3 hours and didn t even deliver the food Made up stories about delivering it to another customer with the same name as mine Absolute waste,Delivery Service,No Live Tracking,sadness,0.38235369324684143
sultansdine,Very poor,Very poor,App Usability & UX,Poor Design & Layout,sadness,0.6306033134460449
sultansdine,WORST SERVICE EVER,WORST SERVICE EVER,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.6952173709869385
sultansdine,"I had horrible experience with sultan's dine and its app. they dont have any professionalism. i ordered food through their app. later i call them to confirm my order. they confirmed my order but didn't deliver food. when i called them they said their item is sold. They are not at all reliable with their delivery of food. Disgusting, careless, pathetic delivery service.",I had horrible experience with sultan s dine and its app they dont have any professionalism i ordered food through their app later i call them to confirm my order they confirmed my order but didn t deliver food when i called them they said their item is sold They are not at all reliable with their delivery of food Disgusting careless pathetic delivery service,Delivery Service,No Live Tracking,anger,0.6824427843093872
sultansdine,Very slow response. I have ordererd more than one hour before and it still showing waiting for the restaurent to accept the order and i called to their hotline and nobody pikced up. Waste of time.,Very slow response I have ordererd more than one hour before and it still showing waiting for the restaurent to accept the order and i called to their hotline and nobody pikced up Waste of time,Delivery Service,No Live Tracking,surprise,0.4989759624004364
sultansdine,Useful app. Food delivery time is impressive.,Useful app Food delivery time is impressive,App Usability & UX,Beautiful App Design,joy,0.5648576021194458
sultansdine,I cannot set my address. I cant even write the address 😡,I cannot set my address I cant even write the address,Delivery Service,No Live Tracking,neutral,0.6004664301872253
sultansdine,Good Food,Good Food,Food Quality & Availability,Good Food,neutral,0.6938309669494629
sultansdine,Thank you so much for your incredible service.,Thank you so much for your incredible service,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.6460338830947876
sultansdine,Very good food!! Punctual,Very good food!! Punctual,Food Quality & Availability,Good Food,disgust,0.6959195137023926
sultansdine,No discount......,No discount,Delivery Service,No Live Tracking,neutral,0.5984336137771606
sultansdine,Kacchi is alway best of sultan's dine. delivery was fast and food was also hot. ordering again,Kacchi is alway best of sultan s dine delivery was fast and food was also hot ordering again,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.5666735768318176
sultansdine,Good Servies with good food. delivery was fast in gulsan,Good Servies with good food delivery was fast in gulsan,Food Quality & Availability,Good Food,neutral,0.7719346284866333
sultansdine,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
sultansdine,No response to send otp,No response to send otp,Reliability & Technical Performance,OTP Failures,sadness,0.6599642038345337
sultansdine,Horrible service. I took 4 house to deliver my food. I ordered at 4pm and got that at 8.20 pm.,Horrible service I took 4 house to deliver my food I ordered at 4pm and got that at 8 20 pm,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.9361073970794678
sultansdine,"Tasty food, good quality",Tasty food good quality,Food Quality & Availability,Good Food,neutral,0.6199750900268555
sultansdine,Application is nice just like the food,Application is nice just like the food,App Usability & UX,Beautiful App Design,neutral,0.6498252153396606
sultansdine,I can't select my address. This app has a problem. There aren't any address writing options. And it didn't select address in the map.,I can t select my address This app has a problem There aren t any address writing options And it didn t select address in the map,App Usability & UX,Beautiful App Design,neutral,0.44862014055252075
sultansdine,Good at all.,Good at all,Food Quality & Availability,Good Food,neutral,0.767454206943512
sultansdine,"Good food, good Experience and fast delivery",Good food good Experience and fast delivery,Food Quality & Availability,Good Food,neutral,0.5716452598571777
sultansdine,Food is so delicious and in a good quality with good quantity.,Food is so delicious and in a good quality with good quantity,Food Quality & Availability,Good Food,joy,0.9622280597686768
sultansdine,Like sultans Dine and love GOOD food,Like sultans Dine and love GOOD food,Food Quality & Availability,Good Food,anger,0.6828833818435669
sultansdine,I ordered food on 3.51 Today. I am waiting . If they can't deliver before iftat I will personally share this to Vokta Odhikar.,I ordered food on 3 51 Today I am waiting If they can t deliver before iftat I will personally share this to Vokta Odhikar,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7841883897781372
sultansdine,"Good food, great for family occasions.",Good food great for family occasions,Food Quality & Availability,Good Food,joy,0.8282576203346252
sultansdine,Very good application,Very good application,App Usability & UX,Beautiful App Design,neutral,0.6458717584609985
sultansdine,Exceptional service,Exceptional service,Delivery Service,Quick Delivery,neutral,0.9319160580635071
sultansdine,Worst app I have ever used. Their service is also horrible.,Worst app I have ever used Their service is also horrible,App Usability & UX,Beautiful App Design,disgust,0.819920003414154
sultansdine,Good food Good service.,Good food Good service,Food Quality & Availability,Good Food,neutral,0.528364360332489
sultansdine,Delivery service was really good.,Delivery service was really good,Delivery Service,Quick Delivery,joy,0.6988709568977356
sultansdine,This app is not working.,This app is not working,App Usability & UX,Beautiful App Design,sadness,0.7214463949203491
sultansdine,Ordered food from their apps for my family. Their response time and delivery timing was good. They can improve their Apps UI,Ordered food from their apps for my family Their response time and delivery timing was good They can improve their Apps UI,Food Quality & Availability,Good Food,neutral,0.899975061416626
sultansdine,Really good apps for use,Really good apps for use,App Usability & UX,Beautiful App Design,joy,0.6149682998657227
sultansdine,Good. Food always,Good Food always,Food Quality & Availability,Good Food,neutral,0.5398368239402771
sultansdine,"The app is not user friendly. Got response with much delay. Even if you are able to request through app, the request doesn't show up instead an old requests which has not been attended by them previously (its been more than a month) shows up in In Process stage. They must give some serious attention into this app & services for better customer experience.",The app is not user friendly Got response with much delay Even if you are able to request through app the request doesn t show up instead an old requests which has not been attended by them previously its been more than a month shows up in In Process stage They must give some serious attention into this app services for better customer experience,App Usability & UX,Beautiful App Design,sadness,0.7262765169143677
sultansdine,Can't sign in myself. Shows network error every time I try,Can t sign in myself Shows network error every time I try,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.3864935040473938
sultansdine,No response...,No response,Delivery Service,No Live Tracking,sadness,0.46114805340766907
sultansdine,"The food was great, had fun to eat and service was moderate. Though I'll love to have some more discount if possible. Thanks.",The food was great had fun to eat and service was moderate Though I ll love to have some more discount if possible Thanks,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.9886011481285095
sultansdine,Decent delivery time and food quality at its best. Gonna order few more times. 😋,Decent delivery time and food quality at its best Gonna order few more times,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.8613030910491943
sultansdine,They are given good discount and offer in their apps. Good luck,They are given good discount and offer in their apps Good luck,App Usability & UX,Beautiful App Design,joy,0.5730321407318115
sultansdine,I gave my lil bros a treat from here. Good service.,I gave my lil bros a treat from here Good service,Food Quality & Availability,Good Food,joy,0.9127293825149536
sultansdine,Amazing service.,Amazing service,Trust & Ethics,Mistrust in Transactions,surprise,0.5988181829452515
sultansdine,I like their kacchi very much. And they are really punctual in case of delivery looking forward to order more,I like their kacchi very much And they are really punctual in case of delivery looking forward to order more,Delivery Service,Quick Delivery,neutral,0.7555970549583435
sultansdine,"Delivery was okay, and food was fine",Delivery was okay and food was fine,Delivery Service,Quick Delivery,neutral,0.8841870427131653
sultansdine,Quality and environment is very nice along with the food,Quality and environment is very nice along with the food,Food Quality & Availability,Good Food,joy,0.6329023241996765
sultansdine,Delivered in time and very responsive.,Delivered in time and very responsive,Delivery Service,No Live Tracking,neutral,0.846812903881073
sultansdine,It's the best way to order food from sultans dine. Liked it,It s the best way to order food from sultans dine Liked it,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.40719500184059143
sultansdine,Works good! Fast delivery and on time. Food was good,Works good! Fast delivery and on time Food was good,Food Quality & Availability,Good Food,joy,0.8299389481544495
sultansdine,The app was amazing and food was really good! Loved it,The app was amazing and food was really good! Loved it,Food Quality & Availability,Good Food,joy,0.939559280872345
sultansdine,There are delivery time & food quality r vary good,There are delivery time food quality r vary good,Food Quality & Availability,Good Food,neutral,0.7926098108291626
sultansdine,"Awesome offer, Service on in my place, where other food delivery service not available but Sultan's Dine giving my area. I'm happy",Awesome offer Service on in my place where other food delivery service not available but Sultan s Dine giving my area I m happy,Delivery Service,No Live Tracking,joy,0.9532075524330139
sultansdine,Excellent food with excellent service. .... loved it!,Excellent food with excellent service loved it!,Food Quality & Availability,Good Food,joy,0.9251628518104553
sultansdine,There is no Total amount of multiple items before discount in invoice/ bill . Pls Update. Otherwise okay Afsana@ Gul outlet . Best of Luck,There is no Total amount of multiple items before discount in invoice bill Pls Update Otherwise okay Afsana@ Gul outlet Best of Luck,Delivery Service,No Live Tracking,neutral,0.5163781046867371
sultansdine,Timing is soo bad it took then like 8 hours for 3 kacchis to deliver and even they got the order wrong we ordered finni and got jorda,Timing is soo bad it took then like 8 hours for 3 kacchis to deliver and even they got the order wrong we ordered finni and got jorda,Delivery Service,No Live Tracking,sadness,0.5207858085632324
sultansdine,Useless in a word,Useless in a word,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.5317099094390869
sultansdine,Horrible customer service. They don't follow definite timeline for delivering. It takes around 3-4 hours. They don't even let the customer know about the delay.,Horrible customer service They don t follow definite timeline for delivering It takes around 3 4 hours They don t even let the customer know about the delay,Delivery Service,No Live Tracking,fear,0.8199132084846497
sultansdine,Worst app ever. No one will notice about order. I called several times after ordered through ds app . But they didn't help. Totally horrible services. Not acceptable from sutan dine.... sorry to say,Worst app ever No one will notice about order I called several times after ordered through ds app But they didn t help Totally horrible services Not acceptable from sutan dine sorry to say,App Usability & UX,Beautiful App Design,fear,0.508122980594635
sultansdine,Worst ever. It takes 3 hours but still didnt deliver. Dont know how much time they needed.,Worst ever It takes 3 hours but still didnt deliver Dont know how much time they needed,Delivery Service,No Live Tracking,disgust,0.7258843183517456
sultansdine,Horrible service !! Food was due before iftar. Iftar time passed and it's been 4 hours plus still didn't receive the food.,Horrible service !! Food was due before iftar Iftar time passed and it s been 4 hours plus still didn t receive the food,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.9100772738456726
sultansdine,Worst food delivery app I've ever seen.,Worst food delivery app I ve ever seen,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8835738897323608
sultansdine,"First of all , thanks . The food and the service both was satisfying . I really don't understand all these low ratings . Though there are always space for betterment but the apps works perfectly and the service and delivery was almost on time . Thanks once again . As a part of advice , the proper utilisation of all the functions of this apps can make things better .",First of all thanks The food and the service both was satisfying I really don t understand all these low ratings Though there are always space for betterment but the apps works perfectly and the service and delivery was almost on time Thanks once again As a part of advice the proper utilisation of all the functions of this apps can make things better,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.9279063940048218
sultansdine,My bad..... Worst service... No one contact with me about my order even they do not delivery my order 😡😡,My bad Worst service No one contact with me about my order even they do not delivery my order,Delivery Service,No Live Tracking,disgust,0.5496969819068909
sultansdine,Great service ❣️ Food quality was also good,Great service Food quality was also good,Food Quality & Availability,Good Food,joy,0.8203874826431274
sultansdine,"Don’t' download Can not place order, all time shows something went wrong",Don t download Can not place order all time shows something went wrong,Delivery Service,No Live Tracking,sadness,0.5530738830566406
sultansdine,So much bad experience. I have a order before 2:30 hours ago but I don’t get my food.No one order by using this app. Horrible app.Please avoid to use this app,So much bad experience I have a order before 2 30 hours ago but I don t get my food No one order by using this app Horrible app Please avoid to use this app,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.8920488357543945
sultansdine,Can I order from Uttara,Can I order from Uttara,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.532620370388031
sultansdine,Worst experience ever,Worst experience ever,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8957473635673523
sultansdine,Worst app ever!!! It can not identify my location & whenever I write my address manually it doesn’t accept that either. Upset!!,Worst app ever!!! It can not identify my location whenever I write my address manually it doesn t accept that either Upset!!,App Usability & UX,Beautiful App Design,disgust,0.6060333251953125
sultansdine,Can not use bkash. Please fix it.,Can not use bkash Please fix it,Delivery Service,No Live Tracking,sadness,0.453142374753952
sultansdine,They Don't accept order,They Don t accept order,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.3922971785068512
sultansdine,This app is not working. Whenever I open the app no option is working. One of the worst app ever I have seen.,This app is not working Whenever I open the app no option is working One of the worst app ever I have seen,App Usability & UX,Beautiful App Design,disgust,0.9216514825820923
sultansdine,very bad service. Late delivery. Very bad service,very bad service Late delivery Very bad service,Delivery Service,Quick Delivery,sadness,0.4484580457210541
sultansdine,Food quality was very good but didn’t get the delivery in right time.,Food quality was very good but didn t get the delivery in right time,Food Quality & Availability,Good Food,sadness,0.8221045136451721
sultansdine,Just poor service,Just poor service,App Usability & UX,Poor Design & Layout,sadness,0.5366128087043762
sultansdine,Tasty Food,Tasty Food,Food Quality & Availability,Good Food,neutral,0.5568553805351257
sultansdine,Worse experience too slow application with worse order process too slow response. One of the worse app ever,Worse experience too slow application with worse order process too slow response One of the worse app ever,App Usability & UX,Beautiful App Design,disgust,0.9020534157752991
sultansdine,not good.,not good,Delivery Service,No Live Tracking,sadness,0.9620054960250854
sultansdine,Horrible app. Doesn't even work properly. Everything crashes and there's no feasible output.,Horrible app Doesn t even work properly Everything crashes and there s no feasible output,Reliability & Technical Performance,Frequent App Crashes,fear,0.9115967154502869
sultansdine,"Didn't expect this awful app from one of reknowned restaurants like sultan's dine. Hopefully, you'll develop better app like you try to make your food better.",Didn t expect this awful app from one of reknowned restaurants like sultan s dine Hopefully you ll develop better app like you try to make your food better,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.5098953247070312
sultansdine,"I think they have uploaded the app without testing. Can't use anything. I don’t know how it got 2.3 rating!! It should get 1 out of 5. Irresponsible step from Sultan's, you folks are playing with your positive reputation.",I think they have uploaded the app without testing Can t use anything I don t know how it got 2 3 rating!! It should get 1 out of 5 Irresponsible step from Sultan s you folks are playing with your positive reputation,App Usability & UX,Beautiful App Design,surprise,0.7944794297218323
sultansdine,Worst! It doesn’t work perfectly. Fix them first and then make it available on the playstore,Worst! It doesn t work perfectly Fix them first and then make it available on the playstore,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8086302876472473
sultansdine,Never had this kinda service in my life. Worst of all services. It took almost 3 hours to deliver a food. Who would use this app second time!,Never had this kinda service in my life Worst of all services It took almost 3 hours to deliver a food Who would use this app second time!,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.6211634278297424
sultansdine,Disgusting app. I have just spoiled my mood.,Disgusting app I have just spoiled my mood,App Usability & UX,Beautiful App Design,disgust,0.9795058965682983
sultansdine,App is average but the Service I got from the Baileyroad Branch is outstanding! Got the service on time and taste was great!,App is average but the Service I got from the Baileyroad Branch is outstanding! Got the service on time and taste was great!,App Usability & UX,Beautiful App Design,joy,0.6012445092201233
sultansdine,Doesn't send otp to verify let alone order anything,Doesn t send otp to verify let alone order anything,Reliability & Technical Performance,OTP Failures,neutral,0.7933821678161621
sultansdine,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
sultansdine,I didn't get this type of poor services from anywhere. Oh my god. They have very poor service. I can't explain it the level of lowerity.,I didn t get this type of poor services from anywhere Oh my god They have very poor service I can t explain it the level of lowerity,App Usability & UX,Poor Design & Layout,surprise,0.9221063256263733
sultansdine,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
sultansdine,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
sultansdine,"Disgusting, I've tried to sign up, but didn't received OTP. And continuously coming error messege that ""The sms quota for this project has been exceeded""",Disgusting I ve tried to sign up but didn t received OTP And continuously coming error messege that The sms quota for this project has been exceeded,Reliability & Technical Performance,OTP Failures,disgust,0.8561473488807678
sultansdine,OTP quota full for this project message annoys very much,OTP quota full for this project message annoys very much,Reliability & Technical Performance,OTP Failures,anger,0.5048587918281555
sultansdine,They instantly called me to confirm the order. Though they Took 1h 10min to deliver. The app didn't showing me if the delivery man is on the way or not. Maybe it's not the apps fault. Maybe the delivery man hasn't updated his status. Overall service is not bad.,They instantly called me to confirm the order Though they Took 1h 10min to deliver The app didn t showing me if the delivery man is on the way or not Maybe it s not the apps fault Maybe the delivery man hasn t updated his status Overall service is not bad,Delivery Service,No Live Tracking,surprise,0.4529917538166046
sultansdine,"Horrible experience, the food is 3 hour late and i am still waiting. Pathetic",Horrible experience the food is 3 hour late and i am still waiting Pathetic,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.8441110253334045
sultansdine,This app is not able to address my location & also not appecting my order. Useless,This app is not able to address my location also not appecting my order Useless,App Usability & UX,Beautiful App Design,anger,0.6428260207176208
sultansdine,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
sultansdine,"Horrible. The worst app I have ever tried to use. It seemed to me a maze where there is only beginning but no ending, meaning after a while you will come back the same point you started from with no visible result what ultimately will be resulted in frustration. Just wastage of your few minutes and effort.",Horrible The worst app I have ever tried to use It seemed to me a maze where there is only beginning but no ending meaning after a while you will come back the same point you started from with no visible result what ultimately will be resulted in frustration Just wastage of your few minutes and effort,App Usability & UX,Beautiful App Design,disgust,0.46347421407699585
sultansdine,Poor delivery,Poor delivery,Delivery Service,Quick Delivery,sadness,0.6468846201896667
sultansdine,"Very bad experience, address can not accepted in your apps. It's totally horrible situation.",Very bad experience address can not accepted in your apps It s totally horrible situation,App Usability & UX,Beautiful App Design,fear,0.5788131952285767
sultansdine,App doesn't work properly It was wanting the address on map by touching tge place on map...but I couldn't do it .... Because of app problem... Foodpanda is better than their app service,App doesn t work properly It was wanting the address on map by touching tge place on map but I couldn t do it Because of app problem Foodpanda is better than their app service,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.8240898847579956
sultansdine,"Awful app. I have placed an over and hour ago, neither it cancels by itself after a certain time nor it has option to cancel.. for over an hour it says 'waiting for restaurant to accept the order'",Awful app I have placed an over and hour ago neither it cancels by itself after a certain time nor it has option to cancel for over an hour it says waiting for restaurant to accept the order,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.8200525045394897
sultansdine,"This app is not useful at all. Or at least, It isn't user friendly. I really love sultan's dine kacchi but I would prefer foodpanda from next onwards.",This app is not useful at all Or at least It isn t user friendly I really love sultan s dine kacchi but I would prefer foodpanda from next onwards,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.78243088722229
sultansdine,Worst ever delivery service.. It takes 30 min to accept order & 2 hours to delivery.. You are going to face really bad experience if you are ordering with this app,Worst ever delivery service It takes 30 min to accept order 2 hours to delivery You are going to face really bad experience if you are ordering with this app,Delivery Service,Quick Delivery,disgust,0.6252614855766296
sultansdine,Took almost four hours to deliver 🤣,Took almost four hours to deliver,Delivery Service,No Live Tracking,surprise,0.40222981572151184
sultansdine,This app is not user friendly! I Don't like it,This app is not user friendly! I Don t like it,App Usability & UX,Beautiful App Design,sadness,0.6981564164161682
sultansdine,The creator and the restaurant authority such a bustard. 🤬,The creator and the restaurant authority such a bustard,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.4086207151412964
sultansdine,"Broken app, wasted my time",Broken app wasted my time,App Usability & UX,Beautiful App Design,sadness,0.7575619220733643
sultansdine,"Too bad experience. Half an hour went on aftet I had ordered through this app, they didn't either accept or cancel the order. Then I went physically there since it was close to my home and they replied me that the item wasn't available. I don't understand why they didn't inform me that via mobile. Very poor experience.",Too bad experience Half an hour went on aftet I had ordered through this app they didn t either accept or cancel the order Then I went physically there since it was close to my home and they replied me that the item wasn t available I don t understand why they didn t inform me that via mobile Very poor experience,App Usability & UX,Beautiful App Design,sadness,0.5609920620918274
sultansdine,App Looks And Feel Are Below Average Standard......... Have Some Minor Bugs.......... Worst Part Is They Didn’t Check The Orders Placed In The App....... I Had To Call Them To Accept My Order In Their Branch Number.......... Not Recommended............ 👎🏼,App Looks And Feel Are Below Average Standard Have Some Minor Bugs Worst Part Is They Didn t Check The Orders Placed In The App I Had To Call Them To Accept My Order In Their Branch Number Not Recommended,App Usability & UX,Beautiful App Design,sadness,0.5427314639091492
sultansdine,"Very low quality app, doesn't respond",Very low quality app doesn t respond,App Usability & UX,Beautiful App Design,sadness,0.6270564198493958
sultansdine,Worst apps! Nothing work properly. Disappointing,Worst apps! Nothing work properly Disappointing,App Usability & UX,Beautiful App Design,disgust,0.8518241047859192
sultansdine,All time show's internet error while internet is working perfectly.,All time show s internet error while internet is working perfectly,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.35437530279159546
sultansdine,Very bad .. first no verification code ..few days later again use verification code came but when i press for order it says update your app .. but my app already update,Very bad first no verification code few days later again use verification code came but when i press for order it says update your app but my app already update,App Usability & UX,Beautiful App Design,sadness,0.6099704504013062
sultansdine,Bad interface,Bad interface,Trust & Ethics,Mistrust in Transactions,neutral,0.3613651692867279
sultansdine,This app's can't read my location & have network issue..,This app s can t read my location have network issue,App Usability & UX,Beautiful App Design,sadness,0.4350164234638214
sultansdine,"Worst app ever. Whatever the name you put for registration, it shows "" already exists"". It's really Shame for a service like Sultan's Dine. Please re-evaluate or disable the app immediately",Worst app ever Whatever the name you put for registration it shows already exists It s really Shame for a service like Sultan s Dine Please re evaluate or disable the app immediately,App Usability & UX,Beautiful App Design,disgust,0.768502950668335
sultansdine,"When I want to confirm my selected orders, the screen goes black (blank).",When I want to confirm my selected orders the screen goes black blank,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.536818265914917
sultansdine,This is a scam.They don't deliver on time.Overrated app and food.,This is a scam They don t deliver on time Overrated app and food,App Usability & UX,Beautiful App Design,disgust,0.33792832493782043
sultansdine,Delicious food,Delicious food,Food Quality & Availability,Good Food,joy,0.9226868152618408
sultansdine,It's such an advanced app!,It s such an advanced app!,App Usability & UX,Beautiful App Design,surprise,0.6893311142921448
sultansdine,"This is really good app,it is so usefull too.I love this app so much. Also the food they delivered to me is so yummy.",This is really good app it is so usefull too I love this app so much Also the food they delivered to me is so yummy,Food Quality & Availability,Good Food,joy,0.9551165103912354
sultansdine,"Great app with easy to surf interface. Good looking menu, segmented with different price points for certain number of consumers and response time is also convenient. Best wishes.....",Great app with easy to surf interface Good looking menu segmented with different price points for certain number of consumers and response time is also convenient Best wishes,App Usability & UX,Beautiful App Design,joy,0.5442363619804382
sultansdine,very nice. happy to use,very nice happy to use,App Usability & UX,Beautiful App Design,joy,0.9710667729377747
sultansdine,It's very good to use.,It s very good to use,Food Quality & Availability,Good Food,joy,0.9789823293685913
sultansdine,They don't accept the order. It only show wait for the restaurant to accept the order,They don t accept the order It only show wait for the restaurant to accept the order,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.837386429309845
sultansdine,Worst,Worst,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.910812258720398
sultansdine,No option to cancel order. Should have that option utill restaurant confirmation.,No option to cancel order Should have that option utill restaurant confirmation,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.6675333380699158
sultansdine,"After, Sign IN screen remains same...🥺🥺🥺",After Sign IN screen remains same,Trust & Ethics,Mistrust in Transactions,neutral,0.7081955075263977
sultansdine,Good one!,Good one!,Food Quality & Availability,Good Food,joy,0.8462892174720764
foodi,i have been trying to open my account for so long but they keep saying i have to have my password '8-15' words but i am doing exactly that. its still not opening. so bad i am very disappointed,i have been trying to open my account for so long but they keep saying i have to have my password 8 15 words but i am doing exactly that its still not opening so bad i am very disappointed,App Usability & UX,Beautiful App Design,sadness,0.9335425496101379
foodi,very bad app. there is 25% flat discount in a restaurant. but while ordering it is not applying it. there is no option of see the ratings and the reviews of others. 👎👎👎,very bad app there is 25 flat discount in a restaurant but while ordering it is not applying it there is no option of see the ratings and the reviews of others,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.5731824040412903
foodi,I had 5 stars review given here till they refused to compensate for a wrong delivery with an excuse saying I got food that had 90 taka more price than the food I ordered and didn't care about the wrong delivery. Like I ordered food that I want to eat not something to resell so money is not everything here.,I had 5 stars review given here till they refused to compensate for a wrong delivery with an excuse saying I got food that had 90 taka more price than the food I ordered and didn t care about the wrong delivery Like I ordered food that I want to eat not something to resell so money is not everything here,Delivery Service,No Live Tracking,anger,0.4903161823749542
foodi,Not update location. Very bad app,Not update location Very bad app,App Usability & UX,Beautiful App Design,sadness,0.6994245648384094
foodi,"""foodi"" notification sound is so annoying. My humble request to remove the sound.",foodi notification sound is so annoying My humble request to remove the sound,Food Quality & Availability,Good Food,anger,0.6781766414642334
foodi,I don’t know what's the problem in this app. I can't enter the app & can't order food. I have no network problem but the app always has problem. please work on it,I don t know what s the problem in this app I can t enter the app can t order food I have no network problem but the app always has problem please work on it,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.5017191767692566
foodi,"can't open the app only stuck in the location interface, already have a order running but can't figure out what is happening, can't see any updates of my order 🙄",can t open the app only stuck in the location interface already have a order running but can t figure out what is happening can t see any updates of my order,App Usability & UX,Beautiful App Design,neutral,0.4355076551437378
foodi,"worst food delivery app, always problem with location,",worst food delivery app always problem with location,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.35761260986328125
foodi,First time discount is only 10%..!. food panda is best.,First time discount is only 10 ! food panda is best,Food Quality & Availability,Good Food,surprise,0.5351266264915466
foodi,No voucher for new users. nothing fancy to be encourage and make the first order,No voucher for new users nothing fancy to be encourage and make the first order,Delivery Service,No Live Tracking,neutral,0.8907034993171692
foodi,LoL this stupid app cannot even calculate food price why did u even make this so clumsy🤣,LoL this stupid app cannot even calculate food price why did u even make this so clumsy,App Usability & UX,Beautiful App Design,anger,0.32048481702804565
foodi,"Took me only 1 order to uninstall this app, must be some kinda record! Just stick to the big boys, folks. This app is just a cheap rip-off of FoodPanda anyway, only with a lot more lagging. They've copied everything from FP, down to the minute UI details. But they couldn't copy the class that is customer service.",Took me only 1 order to uninstall this app must be some kinda record! Just stick to the big boys folks This app is just a cheap rip off of FoodPanda anyway only with a lot more lagging They ve copied everything from FP down to the minute UI details But they couldn t copy the class that is customer service,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7234686613082886
foodi,good,good,Food Quality & Availability,Good Food,neutral,0.6325145363807678
